[D 21:19:28.411 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 16B VersionRequest(priority=1, version=13)
[D 21:19:28.411 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 48B SearchRequest(name='SUPPORT:DR_PTN:XAXIS_MON', cid=5159, version=13, reply=5)
[D 21:19:28.412 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 48B SearchRequest(name='RFAC:DFB:MON:MMON_BPM_BUNCH_A', cid=5160, version=13, reply=5)
[D 21:19:28.412 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 40B SearchRequest(name='RFAC:DFB:MON:MMON_CAV_A', cid=5161, version=13, reply=5)
[D 21:19:28.412 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 48B SearchRequest(name='SUPPORT:DR_PTN:REFERENCE_PTN_A', cid=5162, version=13, reply=5)
[D 21:19:28.412 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 48B SearchRequest(name='RFAC:DFB:MON:MMON_BPM_FB_DP_A', cid=5163, version=13, reply=5)
[D 21:19:28.412 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 48B SearchRequest(name='RFAC:DFB:MON:MMON_BPM_FB_DR_A', cid=5164, version=13, reply=5)
[D 21:19:28.412 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 48B SearchRequest(name='RFAC:DFB:MON:MMON_BPM_FB_2FS_A', cid=5165, version=13, reply=5)
[D 21:19:28.413 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 40B SearchRequest(name='SUPPORT:DR_PTN:EXT', cid=5168, version=13, reply=5)
[D 21:19:28.413 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 48B SearchRequest(name='SUPPORT:DR_PTN:GEN_REFERENCE', cid=5166, version=13, reply=5)
[D 21:19:28.413 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 56B SearchRequest(name='SUPPORT:BPMFB:RB:BPM_P_GAIN_DP_FLOAT', cid=5174, version=13, reply=5)
[D 21:19:28.413 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 48B SearchRequest(name='RFAC:DFB:SET:BPM_GAIN_2FS_CNST', cid=5175, version=13, reply=5)
[D 21:19:28.413 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 48B SearchRequest(name='RFAC:DFB:SET:PERIOD_UPDATE', cid=5167, version=13, reply=5)
[D 21:19:28.414 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 64B SearchRequest(name='SUPPORT:BPMFB:SET:BPM_I_GAIN_DR_FLOAT_CHANGE', cid=5176, version=13, reply=5)
[D 21:19:28.414 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 48B SearchRequest(name='RFAC:DFB:SET:BPM_I_GAIN_DR_CNST', cid=5177, version=13, reply=5)
[D 21:19:28.414 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 48B SearchRequest(name='SUPPORT:DR_PTN:TIMMING_RISE', cid=5169, version=13, reply=5)
[D 21:19:28.414 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 40B SearchRequest(name='RFAC:DFB:SET:BPM_FB_ON', cid=5178, version=13, reply=5)
[D 21:19:28.414 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 56B SearchRequest(name='SUPPORT:BPMFB:SET:BPM_P_GAIN_DR_FLOAT', cid=5179, version=13, reply=5)
[D 21:19:28.415 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 48B SearchRequest(name='RFAC:DFB:SET:BPM_PERIOD_IACC_DR', cid=5180, version=13, reply=5)
[D 21:19:28.415 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 64B SearchRequest(name='SUPPORT:BPMFB:SET:BPM_GAIN_2FS_FLOAT_CHANGE', cid=5181, version=13, reply=5)
[D 21:19:28.415 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 40B SearchRequest(name='SUPPORT:DR_PTN:FB', cid=5170, version=13, reply=5)
[D 21:19:28.415 _broadcaster:   94] (1 of 11) VersionResponse(version=13)
[D 21:19:28.416 _broadcaster:   92] (2 of 11) SearchResponse(port=5064, ip='255.255.255.255', cid=5159, version=13)
[D 21:19:28.416 _broadcaster:   92] (3 of 11) SearchResponse(port=5064, ip='255.255.255.255', cid=5162, version=13)
[D 21:19:28.416 _broadcaster:   92] (4 of 11) SearchResponse(port=5064, ip='255.255.255.255', cid=5168, version=13)
[D 21:19:28.416 _broadcaster:   92] (5 of 11) SearchResponse(port=5064, ip='255.255.255.255', cid=5166, version=13)
[D 21:19:28.416 _broadcaster:   92] (6 of 11) SearchResponse(port=5064, ip='255.255.255.255', cid=5174, version=13)
[D 21:19:28.417 _broadcaster:   92] (7 of 11) SearchResponse(port=5064, ip='255.255.255.255', cid=5176, version=13)
[D 21:19:28.417 _broadcaster:   92] (8 of 11) SearchResponse(port=5064, ip='255.255.255.255', cid=5169, version=13)
[D 21:19:28.417 _broadcaster:   92] (9 of 11) SearchResponse(port=5064, ip='255.255.255.255', cid=5179, version=13)
[D 21:19:28.417 _broadcaster:   92] (10 of 11) SearchResponse(port=5064, ip='255.255.255.255', cid=5181, version=13)
[D 21:19:28.417 _broadcaster:   92] (11 of 11) SearchResponse(port=5064, ip='255.255.255.255', cid=5170, version=13)
[D 21:19:28.418 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 16B VersionRequest(priority=1, version=13)
[D 21:19:28.418 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 48B SearchRequest(name='SUPPORT:DR_PTN:WAVE_SPAN', cid=5171, version=13, reply=5)
[D 21:19:28.418 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 48B SearchRequest(name='SUPPORT:DR_PTN:WAVE_DELAY', cid=5172, version=13, reply=5)
[D 21:19:28.419 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 64B SearchRequest(name='SUPPORT:BPMFB:SET:BPM_P_GAIN_DR_FLOAT_CHANGE', cid=5173, version=13, reply=5)
[D 21:19:28.419 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 56B SearchRequest(name='SUPPORT:BPMFB:RB:BPM_I_GAIN_DR_FLOAT', cid=5182, version=13, reply=5)
[D 21:19:28.419 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 48B SearchRequest(name='RFAC:DFB:SET:BPM_FB_START_B', cid=5191, version=13, reply=5)
[D 21:19:28.419 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 48B SearchRequest(name='RFAC:DFB:SET:BPM_FB_END_A', cid=5190, version=13, reply=5)
[D 21:19:28.419 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 48B SearchRequest(name='RFAC:DFB:SET:BPM_P_SHIFT_DP', cid=5183, version=13, reply=5)
[D 21:19:28.419 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 56B SearchRequest(name='SUPPORT:BPMFB:RB:BPM_GAIN_2FS_FLOAT', cid=5184, version=13, reply=5)
[D 21:19:28.419 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 56B SearchRequest(name='SUPPORT:BPMFB:SET:BPM_P_GAIN_DP_FLOAT', cid=5185, version=13, reply=5)
[D 21:19:28.420 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 48B SearchRequest(name='RFAC:DFB:SET:BPM_FB_END_B', cid=5186, version=13, reply=5)
[D 21:19:28.420 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 64B SearchRequest(name='SUPPORT:BPMFB:SET:BPM_P_GAIN_DP_FLOAT_CHANGE', cid=5187, version=13, reply=5)
[D 21:19:28.420 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 48B SearchRequest(name='RFAC:DFB:SET:BPM_FB_START_A', cid=5188, version=13, reply=5)
[D 21:19:28.420 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 48B SearchRequest(name='RFAC:DFB:SET:BPM_P_GAIN_DP_CNST', cid=5189, version=13, reply=5)
[D 21:19:28.420 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 48B SearchRequest(name='RFAC:DFB:SET:BPM_I_SHIFT_DR', cid=5192, version=13, reply=5)
[D 21:19:28.420 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 48B SearchRequest(name='RFAC:DFB:SET:BPM_P_SHIFT_DR', cid=5193, version=13, reply=5)
[D 21:19:28.420 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 48B SearchRequest(name='RFAC:DFB:SET:BPM_P_GAIN_DR_CNST', cid=5194, version=13, reply=5)
[D 21:19:28.421 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 56B SearchRequest(name='SUPPORT:BPMFB:SET:BPM_I_GAIN_DR_FLOAT', cid=5195, version=13, reply=5)
[D 21:19:28.421 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 48B SearchRequest(name='RFAC:DFB:SET:BPM_GN_SHIFT_2FS', cid=5196, version=13, reply=5)
[D 21:19:28.421 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 56B SearchRequest(name='SUPPORT:BPMFB:SET:BPM_GAIN_2FS_FLOAT', cid=5197, version=13, reply=5)
[D 21:19:28.421 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 16B VersionRequest(priority=1, version=13)
[D 21:19:28.421 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 56B SearchRequest(name='SUPPORT:BPMFB:RB:BPM_P_GAIN_DR_FLOAT', cid=5198, version=13, reply=5)
[D 21:19:28.421 _broadcaster:  136] 219.30.54.37:5064 <<<--- 219.30.54.37:59311 40B SearchRequest(name='RFAC:DFB:MON:MMON_VALID', cid=5199, version=13, reply=5)
[D 21:19:28.422 _broadcaster:   94] (1 of 10) VersionResponse(version=13)
[D 21:19:28.422 _broadcaster:   92] (2 of 10) SearchResponse(port=5064, ip='255.255.255.255', cid=5171, version=13)
[D 21:19:28.422 _broadcaster:   92] (3 of 10) SearchResponse(port=5064, ip='255.255.255.255', cid=5172, version=13)
[D 21:19:28.422 _broadcaster:   92] (4 of 10) SearchResponse(port=5064, ip='255.255.255.255', cid=5173, version=13)
[D 21:19:28.422 _broadcaster:   92] (5 of 10) SearchResponse(port=5064, ip='255.255.255.255', cid=5182, version=13)
[D 21:19:28.422 _broadcaster:   92] (6 of 10) SearchResponse(port=5064, ip='255.255.255.255', cid=5184, version=13)
[D 21:19:28.422 _broadcaster:   92] (7 of 10) SearchResponse(port=5064, ip='255.255.255.255', cid=5185, version=13)
[D 21:19:28.423 _broadcaster:   92] (8 of 10) SearchResponse(port=5064, ip='255.255.255.255', cid=5187, version=13)
[D 21:19:28.423 _broadcaster:   92] (9 of 10) SearchResponse(port=5064, ip='255.255.255.255', cid=5195, version=13)
[D 21:19:28.423 _broadcaster:   92] (10 of 10) SearchResponse(port=5064, ip='255.255.255.255', cid=5197, version=13)
[D 21:19:28.423 _broadcaster:   94] (1 of 2) VersionResponse(version=13)
[D 21:19:28.423 _broadcaster:   92] (2 of 2) SearchResponse(port=5064, ip='255.255.255.255', cid=5198, version=13)
[I 21:19:28.424       common: 1089] Connected to new client at 219.30.54.37:56123 (total: 1).
[D 21:19:28.457       common:  684] 219.30.54.37:5064 <<<--- 219.30.54.37:56123 16B ReadNotifyRequest(data_type=<ChannelType.CTRL_DOUBLE: 34>, data_count=1, sid=2, ioid=23663)
[D 21:19:28.457     _circuit:  166] 219.30.54.37:5064 --->>> 219.30.54.37:56123 104B ReadNotifyResponse(data=array([20.]), data_type=<ChannelType.CTRL_DOUBLE: 34>, data_count=1, status=CAStatusCode(name='ECA_NORMAL', code=0, code_with_severity=1, severity=<CASeverity.SUCCESS: 1>, success=1, defunct=False, description='Normal successful completion'), ioid=23663, metadata=DBR_CTRL_DOUBLE(status=<AlarmStatus.NO_ALARM: 0>, severity=<AlarmSeverity.NO_ALARM: 0>, upper_disp_limit=0.0, lower_disp_limit=0.0, upper_alarm_limit=0.0, upper_warning_limit=0.0, lower_warning_limit=0.0, lower_alarm_limit=0.0, upper_ctrl_limit=0.0, lower_ctrl_limit=0.0, precision=0, units=b''))
[D 21:19:28.457       common:  684] 219.30.54.37:5064 <<<--- 219.30.54.37:56123 32B EventAddRequest(data_type=<ChannelType.TIME_DOUBLE: 20>, data_count=1, sid=2, subscriptionid=23664, low=0.0, high=0.0, to=0.0, mask=5)
[D 21:19:28.458       common:  684] 219.30.54.37:5064 <<<--- 219.30.54.37:56123 16B ReadNotifyRequest(data_type=<ChannelType.CTRL_DOUBLE: 34>, data_count=1, sid=9, ioid=23665)
[D 21:19:28.458     _circuit:  166] 219.30.54.37:5064 --->>> 219.30.54.37:56123 104B ReadNotifyResponse(data=array([0.]), data_type=<ChannelType.CTRL_DOUBLE: 34>, data_count=1, status=CAStatusCode(name='ECA_NORMAL', code=0, code_with_severity=1, severity=<CASeverity.SUCCESS: 1>, success=1, defunct=False, description='Normal successful completion'), ioid=23665, metadata=DBR_CTRL_DOUBLE(status=<AlarmStatus.NO_ALARM: 0>, severity=<AlarmSeverity.NO_ALARM: 0>, upper_disp_limit=0.0, lower_disp_limit=0.0, upper_alarm_limit=0.0, upper_warning_limit=0.0, lower_warning_limit=0.0, lower_alarm_limit=0.0, upper_ctrl_limit=0.0, lower_ctrl_limit=0.0, precision=0, units=b''))
[D 21:19:28.458       common:  684] 219.30.54.37:5064 <<<--- 219.30.54.37:56123 32B EventAddRequest(data_type=<ChannelType.TIME_DOUBLE: 20>, data_count=1, sid=9, subscriptionid=23666, low=0.0, high=0.0, to=0.0, mask=5)
[D 21:19:28.459       common:  684] 219.30.54.37:5064 <<<--- 219.30.54.37:56123 16B ReadNotifyRequest(data_type=<ChannelType.CTRL_DOUBLE: 34>, data_count=1, sid=15, ioid=23667)
[D 21:19:28.459     _circuit:  166] 219.30.54.37:5064 --->>> 219.30.54.37:56123 104B ReadNotifyResponse(data=array([0.]), data_type=<ChannelType.CTRL_DOUBLE: 34>, data_count=1, status=CAStatusCode(name='ECA_NORMAL', code=0, code_with_severity=1, severity=<CASeverity.SUCCESS: 1>, success=1, defunct=False, description='Normal successful completion'), ioid=23667, metadata=DBR_CTRL_DOUBLE(status=<AlarmStatus.NO_ALARM: 0>, severity=<AlarmSeverity.NO_ALARM: 0>, upper_disp_limit=0.0, lower_disp_limit=0.0, upper_alarm_limit=0.0, upper_warning_limit=0.0, lower_warning_limit=0.0, lower_alarm_limit=0.0, upper_ctrl_limit=0.0, lower_ctrl_limit=0.0, precision=0, units=b''))
[D 21:19:28.460       common:  684] 219.30.54.37:5064 <<<--- 219.30.54.37:56123 32B EventAddRequest(data_type=<ChannelType.TIME_DOUBLE: 20>, data_count=1, sid=15, subscriptionid=23668, low=0.0, high=0.0, to=0.0, mask=5)
[D 21:19:28.460       common:  684] 219.30.54.37:5064 <<<--- 219.30.54.37:56123 16B ReadNotifyRequest(data_type=<ChannelType.CTRL_DOUBLE: 34>, data_count=1, sid=19, ioid=23669)
[D 21:19:28.460     _circuit:  166] 219.30.54.37:5064 --->>> 219.30.54.37:56123 104B ReadNotifyResponse(data=array([0.]), data_type=<ChannelType.CTRL_DOUBLE: 34>, data_count=1, status=CAStatusCode(name='ECA_NORMAL', code=0, code_with_severity=1, severity=<CASeverity.SUCCESS: 1>, success=1, defunct=False, description='Normal successful completion'), ioid=23669, metadata=DBR_CTRL_DOUBLE(status=<AlarmStatus.NO_ALARM: 0>, severity=<AlarmSeverity.NO_ALARM: 0>, upper_disp_limit=0.0, lower_disp_limit=0.0, upper_alarm_limit=0.0, upper_warning_limit=0.0, lower_warning_limit=0.0, lower_alarm_limit=0.0, upper_ctrl_limit=0.0, lower_ctrl_limit=0.0, precision=0, units=b''))
[D 21:19:28.461       common:  684] 219.30.54.37:5064 <<<--- 219.30.54.37:56123 32B EventAddRequest(data_type=<ChannelType.TIME_DOUBLE: 20>, data_count=1, sid=19, subscriptionid=23670, low=0.0, high=0.0, to=0.0, mask=5)
[D 21:19:28.461       common:  684] 219.30.54.37:5064 <<<--- 219.30.54.37:56123 16B ReadNotifyRequest(data_type=<ChannelType.CTRL_DOUBLE: 34>, data_count=1, sid=12, ioid=23671)
[D 21:19:28.461     _circuit:  166] 219.30.54.37:5064 --->>> 219.30.54.37:56123 104B ReadNotifyResponse(data=array([0.]), data_type=<ChannelType.CTRL_DOUBLE: 34>, data_count=1, status=CAStatusCode(name='ECA_NORMAL', code=0, code_with_severity=1, severity=<CASeverity.SUCCESS: 1>, success=1, defunct=False, description='Normal successful completion'), ioid=23671, metadata=DBR_CTRL_DOUBLE(status=<AlarmStatus.NO_ALARM: 0>, severity=<AlarmSeverity.NO_ALARM: 0>, upper_disp_limit=0.0, lower_disp_limit=0.0, upper_alarm_limit=0.0, upper_warning_limit=0.0, lower_warning_limit=0.0, lower_alarm_limit=0.0, upper_ctrl_limit=0.0, lower_ctrl_limit=0.0, precision=0, units=b''))
[D 21:19:28.462       common:  684] 219.30.54.37:5064 <<<--- 219.30.54.37:56123 32B EventAddRequest(data_type=<ChannelType.TIME_DOUBLE: 20>, data_count=1, sid=12, subscriptionid=23672, low=0.0, high=0.0, to=0.0, mask=5)
[D 21:19:28.462       common:  684] 219.30.54.37:5064 <<<--- 219.30.54.37:56123 16B ReadNotifyRequest(data_type=<ChannelType.CTRL_DOUBLE: 34>, data_count=1, sid=16, ioid=23673)
[D 21:19:28.462     _circuit:  166] 219.30.54.37:5064 --->>> 219.30.54.37:56123 104B ReadNotifyResponse(data=array([0.]), data_type=<ChannelType.CTRL_DOUBLE: 34>, data_count=1, status=CAStatusCode(name='ECA_NORMAL', code=0, code_with_severity=1, severity=<CASeverity.SUCCESS: 1>, success=1, defunct=False, description='Normal successful completion'), ioid=23673, metadata=DBR_CTRL_DOUBLE(status=<AlarmStatus.NO_ALARM: 0>, severity=<AlarmSeverity.NO_ALARM: 0>, upper_disp_limit=0.0, lower_disp_limit=0.0, upper_alarm_limit=0.0, upper_warning_limit=0.0, lower_warning_limit=0.0, lower_alarm_limit=0.0, upper_ctrl_limit=0.0, lower_ctrl_limit=0.0, precision=0, units=b''))
[D 21:19:28.463       common:  684] 219.30.54.37:5064 <<<--- 219.30.54.37:56123 32B EventAddRequest(data_type=<ChannelType.TIME_DOUBLE: 20>, data_count=1, sid=16, subscriptionid=23674, low=0.0, high=0.0, to=0.0, mask=5)
[D 21:19:28.464       common:  684] 219.30.54.37:5064 <<<--- 219.30.54.37:56123 16B ReadNotifyRequest(data_type=<ChannelType.CTRL_DOUBLE: 34>, data_count=1, sid=18, ioid=23675)
[D 21:19:28.464     _circuit:  166] 219.30.54.37:5064 --->>> 219.30.54.37:56123 104B ReadNotifyResponse(data=array([0.]), data_type=<ChannelType.CTRL_DOUBLE: 34>, data_count=1, status=CAStatusCode(name='ECA_NORMAL', code=0, code_with_severity=1, severity=<CASeverity.SUCCESS: 1>, success=1, defunct=False, description='Normal successful completion'), ioid=23675, metadata=DBR_CTRL_DOUBLE(status=<AlarmStatus.NO_ALARM: 0>, severity=<AlarmSeverity.NO_ALARM: 0>, upper_disp_limit=0.0, lower_disp_limit=0.0, upper_alarm_limit=0.0, upper_warning_limit=0.0, lower_warning_limit=0.0, lower_alarm_limit=0.0, upper_ctrl_limit=0.0, lower_ctrl_limit=0.0, precision=0, units=b''))
[D 21:19:28.464       common:  684] 219.30.54.37:5064 <<<--- 219.30.54.37:56123 32B EventAddRequest(data_type=<ChannelType.TIME_DOUBLE: 20>, data_count=1, sid=18, subscriptionid=23676, low=0.0, high=0.0, to=0.0, mask=5)
[D 21:19:28.465       common:  684] 219.30.54.37:5064 <<<--- 219.30.54.37:56123 16B ReadNotifyRequest(data_type=<ChannelType.CTRL_DOUBLE: 34>, data_count=1, sid=17, ioid=23677)
[D 21:19:28.465     _circuit:  166] 219.30.54.37:5064 --->>> 219.30.54.37:56123 104B ReadNotifyResponse(data=array([0.]), data_type=<ChannelType.CTRL_DOUBLE: 34>, data_count=1, status=CAStatusCode(name='ECA_NORMAL', code=0, code_with_severity=1, severity=<CASeverity.SUCCESS: 1>, success=1, defunct=False, description='Normal successful completion'), ioid=23677, metadata=DBR_CTRL_DOUBLE(status=<AlarmStatus.NO_ALARM: 0>, severity=<AlarmSeverity.NO_ALARM: 0>, upper_disp_limit=0.0, lower_disp_limit=0.0, upper_alarm_limit=0.0, upper_warning_limit=0.0, lower_warning_limit=0.0, lower_alarm_limit=0.0, upper_ctrl_limit=0.0, lower_ctrl_limit=0.0, precision=0, units=b''))
[D 21:19:28.466       common:  684] 219.30.54.37:5064 <<<--- 219.30.54.37:56123 32B EventAddRequest(data_type=<ChannelType.TIME_DOUBLE: 20>, data_count=1, sid=17, subscriptionid=23678, low=0.0, high=0.0, to=0.0, mask=5)
[I 21:19:28.466       common:  671] Client at 219.30.54.37:56123 has turned events off.
[D 21:19:28.466       common:  684] 219.30.54.37:5064 <<<--- 219.30.54.37:56123 16B EventsOffRequest()
[I 21:19:28.466       common:  661] Client at 219.30.54.37:56123 has turned events on.
[D 21:19:28.467       common:  684] 219.30.54.37:5064 <<<--- 219.30.54.37:56123 16B EventsOnRequest()
[I 21:19:28.467       common:  671] Client at 219.30.54.37:56123 has turned events off.
[D 21:19:28.467       common:  684] 219.30.54.37:5064 <<<--- 219.30.54.37:56123 16B EventsOffRequest()
[I 21:19:28.467       common:  661] Client at 219.30.54.37:56123 has turned events on.
[D 21:19:28.467       common:  684] 219.30.54.37:5064 <<<--- 219.30.54.37:56123 16B EventsOnRequest()
[W 21:19:28.583       common:  385] High load. Dropped 7 responses.
[I 21:19:28.583       common:  387] High load. Batched 11 commands (432B) with 0.0310s latency.
[D 21:19:28.583     _circuit:  166] 219.30.54.37:5064 --->>> 219.30.54.37:56123 32B EventAddResponse(data=array([0], dtype=int16), data_type=<ChannelType.TIME_INT: 15>, data_count=1, status=CAStatusCode(name='ECA_NORMAL', code=0, code_with_severity=1, severity=<CASeverity.SUCCESS: 1>, success=1, defunct=False, description='Normal successful completion'), subscriptionid=23644, metadata=DBR_TIME_INT(status=<AlarmStatus.NO_ALARM: 0>, severity=<AlarmSeverity.NO_ALARM: 0>, timestamp=1657282751.8598))
[D 21:19:28.584     _circuit:  166] 219.30.54.37:5064 --->>> 219.30.54.37:56123 40B EventAddResponse(data=array([0.]), data_type=<ChannelType.TIME_DOUBLE: 20>, data_count=1, status=CAStatusCode(name='ECA_NORMAL', code=0, code_with_severity=1, severity=<CASeverity.SUCCESS: 1>, success=1, defunct=False, description='Normal successful completion'), subscriptionid=23646, metadata=DBR_TIME_DOUBLE(status=<AlarmStatus.NO_ALARM: 0>, severity=<AlarmSeverity.NO_ALARM: 0>, timestamp=1657282751.8598))
[D 21:19:28.584     _circuit:  166] 219.30.54.37:5064 --->>> 219.30.54.37:56123 40B EventAddResponse(data=array([0.]), data_type=<ChannelType.TIME_DOUBLE: 20>, data_count=1, status=CAStatusCode(name='ECA_NORMAL', code=0, code_with_severity=1, severity=<CASeverity.SUCCESS: 1>, success=1, defunct=False, description='Normal successful completion'), subscriptionid=23648, metadata=DBR_TIME_DOUBLE(status=<AlarmStatus.NO_ALARM: 0>, severity=<AlarmSeverity.NO_ALARM: 0>, timestamp=1657282751.8598))
[D 21:19:28.584     _circuit:  166] 219.30.54.37:5064 --->>> 219.30.54.37:56123 40B EventAddResponse(data=array([400.]), data_type=<ChannelType.TIME_DOUBLE: 20>, data_count=1, status=CAStatusCode(name='ECA_NORMAL', code=0, code_with_severity=1, severity=<CASeverity.SUCCESS: 1>, success=1, defunct=False, description='Normal successful completion'), subscriptionid=23650, metadata=DBR_TIME_DOUBLE(status=<AlarmStatus.NO_ALARM: 0>, severity=<AlarmSeverity.NO_ALARM: 0>, timestamp=1657282751.8598))
[D 21:19:28.585     _circuit:  166] 219.30.54.37:5064 --->>> 219.30.54.37:56123 40B EventAddResponse(data=array([2000.]), data_type=<ChannelType.TIME_DOUBLE: 20>, data_count=1, status=CAStatusCode(name='ECA_NORMAL', code=0, code_with_severity=1, severity=<CASeverity.SUCCESS: 1>, success=1, defunct=False, description='Normal successful completion'), subscriptionid=23652, metadata=DBR_TIME_DOUBLE(status=<AlarmStatus.NO_ALARM: 0>, severity=<AlarmSeverity.NO_ALARM: 0>, timestamp=1657282751.8598))
[D 21:19:28.585     _circuit:  166] 219.30.54.37:5064 --->>> 219.30.54.37:56123 40B EventAddResponse(data=array([0.]), data_type=<ChannelType.TIME_DOUBLE: 20>, data_count=1, status=CAStatusCode(name='ECA_NORMAL', code=0, code_with_severity=1, severity=<CASeverity.SUCCESS: 1>, success=1, defunct=False, description='Normal successful completion'), subscriptionid=23654, metadata=DBR_TIME_DOUBLE(status=<AlarmStatus.NO_ALARM: 0>, severity=<AlarmSeverity.NO_ALARM: 0>, timestamp=1657282751.8598))
[D 21:19:28.585     _circuit:  166] 219.30.54.37:5064 --->>> 219.30.54.37:56123 40B EventAddResponse(data=array([0.]), data_type=<ChannelType.TIME_DOUBLE: 20>, data_count=1, status=CAStatusCode(name='ECA_NORMAL', code=0, code_with_severity=1, severity=<CASeverity.SUCCESS: 1>, success=1, defunct=False, description='Normal successful completion'), subscriptionid=23656, metadata=DBR_TIME_DOUBLE(status=<AlarmStatus.NO_ALARM: 0>, severity=<AlarmSeverity.NO_ALARM: 0>, timestamp=1657282751.8598))
[D 21:19:28.586     _circuit:  166] 219.30.54.37:5064 --->>> 219.30.54.37:56123 40B EventAddResponse(data=array([0.]), data_type=<ChannelType.TIME_DOUBLE: 20>, data_count=1, status=CAStatusCode(name='ECA_NORMAL', code=0, code_with_severity=1, severity=<CASeverity.SUCCESS: 1>, success=1, defunct=False, description='Normal successful completion'), subscriptionid=23658, metadata=DBR_TIME_DOUBLE(status=<AlarmStatus.NO_ALARM: 0>, severity=<AlarmSeverity.NO_ALARM: 0>, timestamp=1657282751.8598))
[D 21:19:28.586     _circuit:  166] 219.30.54.37:5064 --->>> 219.30.54.37:56123 40B EventAddResponse(data=array([0.]), data_type=<ChannelType.TIME_DOUBLE: 20>, data_count=1, status=CAStatusCode(name='ECA_NORMAL', code=0, code_with_severity=1, severity=<CASeverity.SUCCESS: 1>, success=1, defunct=False, description='Normal successful completion'), subscriptionid=23660, metadata=DBR_TIME_DOUBLE(status=<AlarmStatus.NO_ALARM: 0>, severity=<AlarmSeverity.NO_ALARM: 0>, timestamp=1657282751.8598))
[D 21:19:28.586     _circuit:  166] 219.30.54.37:5064 --->>> 219.30.54.37:56123 40B EventAddResponse(data=array([0.]), data_type=<ChannelType.TIME_DOUBLE: 20>, data_count=1, status=CAStatusCode(name='ECA_NORMAL', code=0, code_with_severity=1, severity=<CASeverity.SUCCESS: 1>, success=1, defunct=False, description='Normal successful completion'), subscriptionid=23662, metadata=DBR_TIME_DOUBLE(status=<AlarmStatus.NO_ALARM: 0>, severity=<AlarmSeverity.NO_ALARM: 0>, timestamp=1657282751.8598))
